ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2014-01-23,1454.301321604599,-1826.7867504949993,3753.7625900085723,1454.301321604599,1454.301321604599,-428.1587059554217,-428.1587059554217,-428.1587059554217,156.03603595633402,156.03603595633402,156.03603595633402,-584.1947419117557,-584.1947419117557,-584.1947419117557,0.0,0.0,0.0,1026.1426156491773
2014-01-26,1454.653585371834,-1615.6216235990862,4035.0919894459907,1454.653585371834,1454.653585371834,-268.4956953332708,-268.4956953332708,-268.4956953332708,203.6484885022753,203.6484885022753,203.6484885022753,-472.1441838355462,-472.1441838355462,-472.1441838355462,0.0,0.0,0.0,1186.1578900385632
2014-01-27,1454.771006627579,-1265.9908084384792,4143.2880361812495,1454.771006627579,1454.771006627579,-34.759921102687514,-34.759921102687514,-34.759921102687514,411.61086696260213,411.61086696260213,411.61086696260213,-446.3707880652896,-446.3707880652896,-446.3707880652896,0.0,0.0,0.0,1420.0110855248915
2014-01-28,1454.8884278833239,-2036.1008922434241,3528.2281363345796,1454.8884278833239,1454.8884278833239,-600.2987113663288,-600.2987113663288,-600.2987113663288,-172.0341670009146,-172.0341670009146,-172.0341670009146,-428.2645443654142,-428.2645443654142,-428.2645443654142,0.0,0.0,0.0,854.589716516995
2014-01-30,1455.1232703948137,-1526.6938874378372,4059.7570135291057,1455.1232703948137,1455.1232703948137,-262.15298849839337,-262.15298849839337,-262.15298849839337,156.0360359570028,156.0360359570028,156.0360359570028,-418.1890244553962,-418.1890244553962,-418.1890244553962,0.0,0.0,0.0,1192.9702818964204
2014-01-31,1455.2406916505588,-1179.528283427923,4043.9752066177425,1455.2406916505588,1455.2406916505588,-7.4910047716526895,-7.4910047716526895,-7.4910047716526895,419.7200470806633,419.7200470806633,419.7200470806633,-427.211051852316,-427.211051852316,-427.211051852316,0.0,0.0,0.0,1447.749686878906
2014-02-01,1455.3581129063036,-1706.3631494514652,3736.2544578571915,1455.3581129063036,1455.3581129063036,-424.3710906101861,-424.3710906101861,-424.3710906101861,21.48439408198049,21.48439408198049,21.48439408198049,-445.85548469216667,-445.85548469216667,-445.85548469216667,0.0,0.0,0.0,1030.9870222961176
2014-02-02,1455.4755341620487,-1589.6869225473322,3712.964387132824,1455.4755341620487,1455.4755341620487,-270.34157720895365,-270.34157720895365,-270.34157720895365,203.6484885018613,203.6484885018613,203.6484885018613,-473.990065710815,-473.990065710815,-473.990065710815,0.0,0.0,0.0,1185.133956953095
2014-02-03,1455.5929554177935,-1422.61802603567,4087.2624925134633,1455.5929554177935,1455.5929554177935,-99.61640127233197,-99.61640127233197,-99.61640127233197,411.6108669631019,411.6108669631019,411.6108669631019,-511.2272682354338,-511.2272682354338,-511.2272682354338,0.0,0.0,0.0,1355.9765541454615
2014-02-04,1455.7103766735386,-2150.6566638807085,3380.7650927770483,1455.7103766735386,1455.7103766735386,-728.9655845811541,-728.9655845811541,-728.9655845811541,-172.0341670016523,-172.0341670016523,-172.0341670016523,-556.9314175795017,-556.9314175795017,-556.9314175795017,0.0,0.0,0.0,726.7447920923845
2014-02-06,1455.9452191850285,-1854.9721436665557,3736.087766643516,1455.9452191850285,1455.9452191850285,-514.0049940978738,-514.0049940978738,-514.0049940978738,156.03603595604676,156.03603595604676,156.03603595604676,-670.0410300539204,-670.0410300539204,-670.0410300539204,0.0,0.0,0.0,941.9402250871547
2014-02-07,1456.0626404407733,-1569.7687965321961,3922.6773003810113,1456.0626404407733,1456.0626404407733,-315.35955966955623,-315.35955966955623,-315.35955966955623,419.7200470816739,419.7200470816739,419.7200470816739,-735.0796067512301,-735.0796067512301,-735.0796067512301,0.0,0.0,0.0,1140.7030807712172
2014-02-08,1456.1800616965184,-1827.4982034391865,3510.995365222114,1456.1800616965184,1456.1800616965184,-782.4194724926035,-782.4194724926035,-782.4194724926035,21.48439408142734,21.48439408142734,21.48439408142734,-803.9038665740309,-803.9038665740309,-803.9038665740309,0.0,0.0,0.0,673.7605892039148
2014-02-11,1456.5323254637533,-2499.371500558104,2949.1957496307455,1456.5323254637533,1456.5323254637533,-1188.937232413375,-1188.937232413375,-1188.937232413375,-172.03416700051733,-172.03416700051733,-172.03416700051733,-1016.9030654128577,-1016.9030654128577,-1016.9030654128577,0.0,0.0,0.0,267.5950930503782
2014-02-12,1456.6497467194981,-3511.4703481060633,2018.215325534943,1456.6497467194981,1456.6497467194981,-2124.825673400782,-2124.825673400782,-2124.825673400782,-1040.4656655833526,-1040.4656655833526,-1040.4656655833526,-1084.3600078174295,-1084.3600078174295,-1084.3600078174295,0.0,0.0,0.0,-668.1759266812837
2014-02-14,1456.884589230988,-1917.8257924896197,3174.1107219462624,1456.884589230988,1456.884589230988,-783.9354448254315,-783.9354448254315,-783.9354448254315,419.72004708122785,419.72004708122785,419.72004708122785,-1203.6554919066593,-1203.6554919066593,-1203.6554919066593,0.0,0.0,0.0,672.9491444055565
2014-02-15,1457.002010486733,-2638.7133689030475,3021.7862026732137,1457.002010486733,1457.002010486733,-1230.7944316340465,-1230.7944316340465,-1230.7944316340465,21.484394080874186,21.484394080874186,21.484394080874186,-1252.2788257149207,-1252.2788257149207,-1252.2788257149207,0.0,0.0,0.0,226.20757885268654
2014-02-16,1457.119431742478,-2320.1414998546134,3160.294994547921,1457.119431742478,1457.119431742478,-1087.9667663659714,-1087.9667663659714,-1087.9667663659714,203.6484885020324,203.6484885020324,203.6484885020324,-1291.6152548680036,-1291.6152548680036,-1291.6152548680036,0.0,0.0,0.0,369.15266537650655
2014-02-17,1457.236852998223,-2378.8807837995146,3344.1296688320076,1457.236852998223,1457.236852998223,-908.8071760966602,-908.8071760966602,-908.8071760966602,411.61086696368614,411.61086696368614,411.61086696368614,-1320.4180430603462,-1320.4180430603462,-1320.4180430603462,0.0,0.0,0.0,548.4296769015627
2014-02-18,1457.354274253968,-2754.122105717747,2673.7302084934004,1457.354274253968,1457.354274253968,-1509.6757773965005,-1509.6757773965005,-1509.6757773965005,-172.03416700125496,-172.03416700125496,-172.03416700125496,-1337.6416103952456,-1337.6416103952456,-1337.6416103952456,0.0,0.0,0.0,-52.32150314253249
2014-02-20,1457.5891167654577,-2597.347042967159,3084.3903017740327,1457.5891167654577,1457.5891167654577,-1178.2828487360825,-1178.2828487360825,-1178.2828487360825,156.0360359573843,156.0360359573843,156.0360359573843,-1334.318884693467,-1334.318884693467,-1334.318884693467,0.0,0.0,0.0,279.30626802937513
2014-02-21,1457.706538021203,-1957.660114339879,3461.990377097445,1457.706538021203,1457.706538021203,-893.1651705061156,-893.1651705061156,-893.1651705061156,419.7200470827028,419.7200470827028,419.7200470827028,-1312.8852175888185,-1312.8852175888185,-1312.8852175888185,0.0,0.0,0.0,564.5413675150874
2014-02-22,1457.8239592769478,-2559.540546949654,2883.7286208322985,1457.8239592769478,1457.8239592769478,-1256.635543710996,-1256.635543710996,-1256.635543710996,21.48439408227322,21.48439408227322,21.48439408227322,-1278.1199377932694,-1278.1199377932694,-1278.1199377932694,0.0,0.0,0.0,201.1884155659518
2014-02-23,1457.9413805326926,-2463.9285125502684,2942.9730476897353,1457.9413805326926,1457.9413805326926,-1026.5993330153808,-1026.5993330153808,-1026.5993330153808,203.64848850272963,203.64848850272963,203.64848850272963,-1230.2478215181104,-1230.2478215181104,-1230.2478215181104,0.0,0.0,0.0,431.3420475173118
2014-02-24,1458.0588017884377,-2058.3774706306517,3247.188762275046,1458.0588017884377,1458.0588017884377,-758.1490206966821,-758.1490206966821,-758.1490206966821,411.6108669641858,411.6108669641858,411.6108669641858,-1169.759887660868,-1169.759887660868,-1169.759887660868,0.0,0.0,0.0,699.9097810917556
2014-02-27,1458.4110619823687,-2021.9852113803377,3460.166332632727,1458.4110619823687,1458.4110619823687,-765.2175784457105,-765.2175784457105,-765.2175784457105,156.03603595642826,156.03603595642826,156.03603595642826,-921.2536144021389,-921.2536144021389,-921.2536144021389,0.0,0.0,0.0,693.1934835366582
2014-03-01,1458.6459021116561,-1968.5553717014232,3536.466414831386,1458.6459021116561,1458.6459021116561,-690.6838520816351,-690.6838520816351,-690.6838520816351,21.484394081720065,21.484394081720065,21.484394081720065,-712.1682461633552,-712.1682461633552,-712.1682461633552,0.0,0.0,0.0,767.962050030021
2014-03-02,1458.7633221762999,-1769.9579972806778,3839.957255996681,1458.7633221762999,1458.7633221762999,-395.60092016071013,-395.60092016071013,-395.60092016071013,203.64848850342693,203.64848850342693,203.64848850342693,-599.249408664137,-599.249408664137,-599.249408664137,0.0,0.0,0.0,1063.1624020155898
2014-03-03,1458.8807422409436,-1515.3384578706243,4178.614463147099,1458.8807422409436,1458.8807422409436,-71.48416144740357,-71.48416144740357,-71.48416144740357,411.61086696256496,411.61086696256496,411.61086696256496,-483.0950284099685,-483.0950284099685,-483.0950284099685,0.0,0.0,0.0,1387.3965807935401
2014-03-04,1458.9981623055871,-1694.5048711498819,3521.352559259033,1458.9981623055871,1458.9981623055871,-537.578560774318,-537.578560774318,-537.578560774318,-172.03416700043243,-172.03416700043243,-172.03416700043243,-365.54439377388564,-365.54439377388564,-365.54439377388564,0.0,0.0,0.0,921.4196015312691
2014-03-05,1459.1155823702309,-2516.7747455191657,2983.875841229415,1459.1155823702309,1459.1155823702309,-1288.9181117959063,-1288.9181117959063,-1288.9181117959063,-1040.465665583329,-1040.465665583329,-1040.465665583329,-248.45244621257737,-248.45244621257737,-248.45244621257737,0.0,0.0,0.0,170.1974705743246
2014-03-07,1459.3504224995183,-615.1766603129387,4657.396284514852,1459.3504224995183,1459.3504224995183,396.8102648066411,396.8102648066411,396.8102648066411,419.7200470818422,419.7200470818422,419.7200470818422,-22.909782275201067,-22.909782275201067,-22.909782275201067,0.0,0.0,0.0,1856.1606873061594
2014-03-10,1459.7026826934496,-502.3174120927739,4807.786273725526,1459.7026826934496,1459.7026826934496,680.5179941574356,680.5179941574356,680.5179941574356,411.61086696264954,411.61086696264954,411.61086696264954,268.907127194786,268.907127194786,268.907127194786,0.0,0.0,0.0,2140.220676850885
2014-03-11,1459.8201027580933,-1116.0943566910678,4427.974241804426,1459.8201027580933,1459.8201027580933,176.10058628429232,176.10058628429232,176.10058628429232,-172.03416700159536,-172.03416700159536,-172.03416700159536,348.13475328588765,348.13475328588765,348.13475328588765,0.0,0.0,0.0,1635.9206890423857
2014-03-14,1460.1723629520243,-134.48717765648166,5177.78781251009,1460.1723629520243,1460.1723629520243,937.7307678276024,937.7307678276024,937.7307678276024,419.7200470818923,419.7200470818923,419.7200470818923,518.0107207457102,518.0107207457102,518.0107207457102,0.0,0.0,0.0,2397.9031307796267
2014-03-15,1460.2897830166683,-794.0862277721592,4657.303781731191,1460.2897830166683,1460.2897830166683,571.7774408859124,571.7774408859124,571.7774408859124,21.484394081416248,21.484394081416248,21.484394081416248,550.2930468044962,550.2930468044962,550.2930468044962,0.0,0.0,0.0,2032.0672239025807
2014-03-16,1460.407203081312,-302.99819107611864,4927.246669635016,1460.407203081312,1460.407203081312,773.7827649755309,773.7827649755309,773.7827649755309,203.64848850248674,203.64848850248674,203.64848850248674,570.1342764730441,570.1342764730441,570.1342764730441,0.0,0.0,0.0,2234.189968056843
2014-03-17,1460.5246231459555,-310.5953427305155,5234.440565628384,1460.5246231459555,1460.5246231459555,989.3399463978253,989.3399463978253,989.3399463978253,411.61086696314914,411.61086696314914,411.61086696314914,577.7290794346761,577.7290794346761,577.7290794346761,0.0,0.0,0.0,2449.864569543781
2014-03-18,1460.6420432105992,-912.4036836839916,4614.006338027532,1460.6420432105992,1460.6420432105992,401.4629072456131,401.4629072456131,401.4629072456131,-172.03416700233308,-172.03416700233308,-172.03416700233308,573.4970742479462,573.4970742479462,573.4970742479462,0.0,0.0,0.0,1862.1049504562125
2014-03-19,1460.759463275243,-1787.1344041165248,3524.8885681456018,1460.759463275243,1460.759463275243,-482.3985148938321,-482.3985148938321,-482.3985148938321,-1040.4656655829597,-1040.4656655829597,-1040.4656655829597,558.0671506891275,558.0671506891275,558.0671506891275,0.0,0.0,0.0,978.3609483814109
2014-03-21,1460.9943034045305,-402.8811011136298,5349.943174457274,1460.9943034045305,1460.9943034045305,916.7712224656627,916.7712224656627,916.7712224656627,419.72004708240667,419.72004708240667,419.72004708240667,497.05117538325607,497.05117538325607,497.05117538325607,0.0,0.0,0.0,2377.7655258701934
2014-03-22,1461.1117234691742,-1097.1990163637408,4603.432447241314,1461.1117234691742,1461.1117234691742,475.05448730256654,475.05448730256654,475.05448730256654,21.484394082012916,21.484394082012916,21.484394082012916,453.5700932205536,453.5700932205536,453.5700932205536,0.0,0.0,0.0,1936.1662107717407
2014-03-23,1461.229143533818,-521.9639264731074,4939.448132512877,1461.229143533818,1461.229143533818,606.6929328468572,606.6929328468572,606.6929328468572,203.64848850318398,203.64848850318398,203.64848850318398,403.0444443436732,403.0444443436732,403.0444443436732,0.0,0.0,0.0,2067.922076380675
2014-03-24,1461.3465635984614,-599.0638454904456,4917.613983494974,1461.3465635984614,1461.3465635984614,758.3929082866163,758.3929082866163,758.3929082866163,411.61086696364885,411.61086696364885,411.61086696364885,346.7820413229674,346.7820413229674,346.7820413229674,0.0,0.0,0.0,2219.739471885078
2014-03-25,1461.4639836631054,-1051.5473885163442,4529.409430500729,1461.4639836631054,1461.4639836631054,114.101979960721,114.101979960721,114.101979960721,-172.03416700307076,-172.03416700307076,-172.03416700307076,286.13614696379176,286.13614696379176,286.13614696379176,0.0,0.0,0.0,1575.5659636238265
2014-03-26,1461.581403727749,-2148.636353377032,3237.320807197208,1461.581403727749,1461.581403727749,-817.9923264350209,-817.9923264350209,-817.9923264350209,-1040.4656655832184,-1040.4656655832184,-1040.4656655832184,222.47333914819765,222.47333914819765,222.47333914819765,0.0,0.0,0.0,643.589077292728
2014-03-28,1461.8162438570364,-777.568474660954,4878.408628452844,1461.8162438570364,1461.8162438570364,511.1628932911883,511.1628932911883,511.1628932911883,419.72004708149615,419.72004708149615,419.72004708149615,91.44284620969215,91.44284620969215,91.44284620969215,0.0,0.0,0.0,1972.9791371482247
2014-03-29,1461.9336639216801,-1212.08050966434,4072.971423244379,1461.9336639216801,1461.9336639216801,48.08461269403979,48.08461269403979,48.08461269403979,21.484394081459776,21.484394081459776,21.484394081459776,26.600218612580015,26.600218612580015,26.600218612580015,0.0,0.0,0.0,1510.01827661572
2014-03-30,1462.0510839863239,-1188.4519379516087,4348.543281930675,1462.0510839863239,1462.0510839863239,167.38655887273873,167.38655887273873,167.38655887273873,203.64848850265778,203.64848850265778,203.64848850265778,-36.26192962991904,-36.26192962991904,-36.26192962991904,0.0,0.0,0.0,1629.4376428590626
2014-03-31,1462.1685040509676,-788.9574839027662,4537.17917961285,1462.1685040509676,1462.1685040509676,315.46876073010884,315.46876073010884,315.46876073010884,411.6108669637335,411.6108669637335,411.6108669637335,-96.14210623362463,-96.14210623362463,-96.14210623362463,0.0,0.0,0.0,1777.6372647810765
2014-04-01,1462.2859241156114,-1523.3139415864898,3952.3116721005404,1462.2859241156114,1462.2859241156114,-324.21314762405484,-324.21314762405484,-324.21314762405484,-172.03416700151047,-172.03416700151047,-172.03416700151047,-152.17898062254437,-152.17898062254437,-152.17898062254437,0.0,0.0,0.0,1138.0727764915564
2014-04-02,1462.403344180255,-2729.5850380480324,2882.480077937228,1462.403344180255,1462.403344180255,-1244.1306973572698,-1244.1306973572698,-1244.1306973572698,-1040.4656655830772,-1040.4656655830772,-1040.4656655830772,-203.66503177419253,-203.66503177419253,-203.66503177419253,0.0,0.0,0.0,218.27264682298528
2014-04-03,1462.5207642448986,-1318.626555421441,4065.56482356514,1462.5207642448986,1462.5207642448986,-94.0197848549047,-94.0197848549047,-94.0197848549047,156.03603595536046,156.03603595536046,156.03603595536046,-250.05582081026517,-250.05582081026517,-250.05582081026517,0.0,0.0,0.0,1368.500979389994
2014-04-04,1462.6381843095426,-1404.7754854456018,4471.745548704673,1462.6381843095426,1462.6381843095426,128.7452685161692,128.7452685161692,128.7452685161692,419.7200470805856,419.7200470805856,419.7200470805856,-290.9747785644164,-290.9747785644164,-290.9747785644164,0.0,0.0,0.0,1591.3834528257119
2014-04-05,1462.755604374186,-1451.3050008800449,3900.243982359204,1462.755604374186,1462.755604374186,-304.7291228246294,-304.7291228246294,-304.7291228246294,21.484394080906636,21.484394080906636,21.484394080906636,-326.21351690553604,-326.21351690553604,-326.21351690553604,0.0,0.0,0.0,1158.0264815495566
2014-04-06,1462.8730244388298,-1447.2987192500755,4139.677807112654,1462.8730244388298,1462.8730244388298,-152.0793001154968,-152.0793001154968,-152.0793001154968,203.64848850324293,203.64848850324293,203.64848850324293,-355.72778861873974,-355.72778861873974,-355.72778861873974,0.0,0.0,0.0,1310.793724323333
2014-04-07,1462.9904445034736,-1107.1231507649793,4250.428594601007,1462.9904445034736,1462.9904445034736,31.981535901969206,31.981535901969206,31.981535901969206,411.61086696338043,411.61086696338043,411.61086696338043,-379.6293310614112,-379.6293310614112,-379.6293310614112,0.0,0.0,0.0,1494.9719804054428
2014-04-08,1463.1078645681173,-1880.9074514418478,3495.641322569514,1463.1078645681173,1463.1078645681173,-570.2080978602787,-570.2080978602787,-570.2080978602787,-172.03416700267348,-172.03416700267348,-172.03416700267348,-398.1739308576053,-398.1739308576053,-398.1739308576053,0.0,0.0,0.0,892.8997667078386
2014-04-11,1463.4601247620485,-1356.4059748559534,4118.558738394156,1463.4601247620485,1463.4601247620485,-6.324286809296228,-6.324286809296228,-6.324286809296228,419.7200470811,419.7200470811,419.7200470811,-426.0443338903963,-426.0443338903963,-426.0443338903963,0.0,0.0,0.0,1457.1358379527524
2014-04-12,1463.5775448266922,-1909.1521559754106,3770.744709804654,1463.5775448266922,1463.5775448266922,-406.52491231924046,-406.52491231924046,-406.52491231924046,21.484394081155955,21.484394081155955,21.484394081155955,-428.00930640039644,-428.00930640039644,-428.00930640039644,0.0,0.0,0.0,1057.0526325074518
2014-04-13,1463.6949648913358,-1425.5035953027857,4437.886398378751,1463.6949648913358,1463.6949648913358,-223.78622016209252,-223.78622016209252,-223.78622016209252,203.64848850282894,203.64848850282894,203.64848850282894,-427.43470866492146,-427.43470866492146,-427.43470866492146,0.0,0.0,0.0,1239.9087447292432
2014-04-15,1463.9298050206232,-1727.708287990131,3620.267972967348,1463.9298050206232,1463.9298050206232,-593.5806630176513,-593.5806630176513,-593.5806630176513,-172.03416700383642,-172.03416700383642,-172.03416700383642,-421.5464960138149,-421.5464960138149,-421.5464960138149,0.0,0.0,0.0,870.3491420029719
2014-04-16,1464.047225085267,-2789.649821482989,2812.804541628699,1464.047225085267,1464.047225085267,-1458.1124006107066,-1458.1124006107066,-1458.1124006107066,-1040.4656655837678,-1040.4656655837678,-1040.4656655837678,-417.6467350269386,-417.6467350269386,-417.6467350269386,0.0,0.0,0.0,5.934824474560401
2014-04-18,1464.2820652145544,-1068.604488134053,4291.765630613192,1464.2820652145544,1464.2820652145544,8.549880508138779,8.549880508138779,8.549880508138779,419.72004708114997,419.72004708114997,419.72004708114997,-411.1701665730112,-411.1701665730112,-411.1701665730112,0.0,0.0,0.0,1472.8319457226933
2014-04-19,1464.3994854872512,-1611.2542777748956,3754.838181419122,1464.3994854872512,1464.3994854872512,-388.204450255371,-388.204450255371,-388.204450255371,21.4843940817526,21.4843940817526,21.4843940817526,-409.6888443371236,-409.6888443371236,-409.6888443371236,0.0,0.0,0.0,1076.1950352318802
2014-04-20,1464.5169057599483,-1324.6206440503447,4141.7895748264555,1464.5169057599483,1464.5169057599483,-206.31505464485912,-206.31505464485912,-206.31505464485912,203.64848850352618,203.64848850352618,203.64848850352618,-409.96354314838527,-409.96354314838527,-409.96354314838527,0.0,0.0,0.0,1258.201851115089
2014-04-21,1464.634326032645,-1266.6136611931909,4212.50764752607,1464.634326032645,1464.634326032645,-0.6959015868825769,-0.6959015868825769,-0.6959015868825769,411.61086696352703,411.61086696352703,411.61086696352703,-412.30676855040963,-412.30676855040963,-412.30676855040963,0.0,0.0,0.0,1463.9384244457624
2014-04-22,1464.7517463053418,-1831.4799346663929,3507.937926023684,1464.7517463053418,1464.7517463053418,-588.9555516217978,-588.9555516217978,-588.9555516217978,-172.03416700227612,-172.03416700227612,-172.03416700227612,-416.9213846195217,-416.9213846195217,-416.9213846195217,0.0,0.0,0.0,875.7961946835441
2014-04-23,1464.8691665780389,-2855.364545068846,2946.7540257714622,1464.8691665780389,1464.8691665780389,-1464.3629659765566,-1464.3629659765566,-1464.3629659765566,-1040.46566558354,-1040.46566558354,-1040.46566558354,-423.8973003930165,-423.8973003930165,-423.8973003930165,0.0,0.0,0.0,0.5062006014823055
2014-04-25,1465.1040071234324,-1375.3480899182834,4136.081498893353,1465.1040071234324,1465.1040071234324,-25.012207948720356,-25.012207948720356,-25.012207948720356,419.72004708119994,419.72004708119994,419.72004708119994,-444.7322550299203,-444.7322550299203,-444.7322550299203,0.0,0.0,0.0,1440.0917991747122
2014-04-26,1465.2214273961292,-1617.4558418663175,3497.1457776291595,1465.2214273961292,1465.2214273961292,-436.7401461696805,-436.7401461696805,-436.7401461696805,21.484394080852063,21.484394080852063,21.484394080852063,-458.2245402505325,-458.2245402505325,-458.2245402505325,0.0,0.0,0.0,1028.4812812264488
2014-04-28,1465.456267941523,-1344.5165882427875,4217.8872642722035,1465.456267941523,1465.456267941523,-78.1228741934826,-78.1228741934826,-78.1228741934826,411.610866962759,411.610866962759,411.610866962759,-489.7337411562416,-489.7337411562416,-489.7337411562416,0.0,0.0,0.0,1387.3333937480404
2014-04-29,1465.5736882142198,-1969.6618012870404,3327.29274758127,1465.5736882142198,1465.5736882142198,-678.9026691010102,-678.9026691010102,-678.9026691010102,-172.03416700301383,-172.03416700301383,-172.03416700301383,-506.86850209799644,-506.86850209799644,-506.86850209799644,0.0,0.0,0.0,786.6710191132096
2014-04-30,1465.6911084869168,-2923.9938596845664,2702.8155058859984,1465.6911084869168,1465.6911084869168,-1564.7068609083994,-1564.7068609083994,-1564.7068609083994,-1040.4656655833123,-1040.4656655833123,-1040.4656655833123,-524.2411953250871,-524.2411953250871,-524.2411953250871,0.0,0.0,0.0,-99.0157524214826
2014-05-02,1465.9259490323104,-1439.9186279846524,3976.2335279271942,1465.9259490323104,1465.9259490323104,-137.73872941143009,-137.73872941143009,-137.73872941143009,419.7200470802895,419.7200470802895,419.7200470802895,-557.4587764917196,-557.4587764917196,-557.4587764917196,0.0,0.0,0.0,1328.1872196208803
